"control_1" "control_2" "control_3" "feStarved_1" "feStarved_2" "feStarved_3" "h2o2Treated_1" "h2o2Treated_2" "h2o2Treated_3" "feStarved_h2o2Treated_1" "feStarved_h2o2Treated_2" "feStarved_h2o2Treated_3"
"Afu4g13113" 3 6 3 1 2 1 6 2 4 1 3 0
"Afu4g06750" 1030 1076 929 1105 1258 1436 1579 1355 1091 1484 999 1512
"Afu2g11700" 180 138 140 149 138 128 140 132 102 171 50 190
"Afu2g13960" 341 303 251 456 468 511 426 381 302 392 270 395
"Afu1g09730" 902 840 824 1062 940 1062 856 815 645 568 341 495
"Afu7g05960" 4700 3102 3068 1656 2213 1768 2631 2850 2486 3801 5078 3701
"Afu7g01970" 159 144 169 295 260 301 214 219 125 522 229 517
"Afu2g05520" 3317 2534 2577 1659 2232 2186 2744 2656 2101 2258 1791 2114
"Afu3g05540" 552 495 407 571 551 574 770 638 533 523 281 501
"Afu1g05170" 214 161 127 327 282 396 254 193 184 185 447 236
"Afu1g04350" 68 84 58 119 88 124 130 107 90 93 37 82
"Afu4g10000" 2303 2082 2018 2508 2504 2894 2776 2664 2261 1376 2138 1267
"Afu1g17570" 0 1 2 1 1 2 0 1 0 2 0 1
"Afu4g04210" 396 337 305 1718 1451 1559 1093 732 458 561 612 435
"Afu1g01600" 2109 1797 1773 2563 3200 2989 2488 2659 2021 18896 24148 18864
"Afu3g03320" 5116 2552 2661 363 517 464 1388 1984 1514 477 1658 355
"Afu3g08210" 3542 3501 2729 1215 1491 1556 5803 3378 3176 464 291 565
"Afu5g07390" 866 873 773 606 650 631 940 828 806 394 232 396
"Afu5g09710" 848 759 697 439 581 568 999 817 686 295 298 249
"Afu5g06990" 36 69 45 208 199 257 132 184 160 1980 552 2341
"Afu2g12980" 4019 3291 3064 2459 3688 3402 3635 3478 2793 2221 1064 2093
"Afu5g07080" 72 66 60 95 73 94 86 87 50 23 15 16
"Afu2g06295" 796 613 513 1180 1202 1232 1235 945 725 2710 2692 2175
"Afu7g06200" 6 8 8 10 5 9 11 14 21 4 1 2
"Afu3g06190" 9011 7461 7567 4536 5170 5241 6754 7212 5688 7268 7847 7731
"Afu1g15570" 592 438 377 403 460 467 727 644 517 801 521 822
"Afu1g02210" 870 957 785 678 657 861 1002 968 895 306 306 323
"Afu1g04470" 835 739 721 744 860 1047 939 838 715 680 442 684
"Afu2g13470" 688 618 581 1111 951 1169 972 876 695 772 614 1020
"Afu6g13740" 2788 2935 3466 396 571 611 4761 13857 8946 945 675 855
"Afu3g00190" 11 15 4 11 9 6 13 11 6 4 4 3
"Afu5g06510" 646 655 513 826 771 837 837 725 564 436 332 477
"Afu4g03010" 17857 14453 13152 6178 6770 8280 21840 23111 18540 3178 3934 3837
"Afu1g03150" 795 692 847 4680 4380 5043 743 766 488 8847 13536 8965
"Afu5g14940" 19 9 7 47 51 58 40 46 36 60 50 53
"Afu2g03960" 0 4 2 6 7 7 5 2 3 2 3 2
"Afu3g02650" 82 95 71 75 97 90 147 119 65 293 364 306
"Afu2g13130" 530 533 403 402 400 445 590 534 418 87 45 86
"Afu1g17690" 37 41 50 2 2 3 49 27 48 4 4 5
"Afu3g02620" 6 13 15 15 20 16 6 19 10 7 5 6
"Afu4g01210" 24 24 37 42 26 27 95 126 91 3 2 3
"Afu1g02110" 1919 2209 2270 3316 3068 3976 5082 3706 2866 3219 3503 3311
"Afu3g02940" 7 6 4 44 37 40 10 4 5 30 51 29
"Afu5g12020" 707 540 570 321 361 358 952 803 662 492 400 350
"Afu8g02430" 67 65 46 26 23 31 104 58 66 147 731 157
"Afu2g02160" 682 593 560 983 1009 1090 717 606 541 292 134 286
"Afu6g00790" 3 6 6 2 1 6 2 0 1 1 2 3
"Afu7g03930" 324 337 241 404 417 400 437 347 262 547 359 534
"Afu6g04870" 834 666 624 797 958 895 988 879 713 1821 988 1659
"Afu4g10600" 1265 1111 1083 1130 1334 1306 1658 1340 1089 815 428 757
"Afu3g12040" 39 46 45 71 60 88 79 68 55 33 11 30
"Afu5g06530" 228 184 175 300 280 320 331 258 175 130 68 81
"Afu2g00600" 1 1 1 3 2 1 2 2 0 11 8 8
"Afu8g06530" 1 3 2 2 1 0 1 2 1 1 2 1
"Afu1g02650" 96 95 93 174 147 155 157 120 94 268 204 260
"Afu1g16080" 35 50 38 93 109 123 51 58 49 93 79 126
"Afu3g08410" 263 214 217 278 264 300 412 286 260 163 48 158
"Afu1g11790" 339 292 239 317 256 287 318 329 291 48 77 42
"Afu5g05590" 1470 1365 1299 3560 3575 4195 1710 2016 1538 2236 1531 2321
"Afu2g09880" 23 27 31 10 13 4 37 35 34 3 1 7
"Afu8g06710" 0 2 0 3 1 4 2 1 0 0 1 0
"Afu3g06200" 309 280 245 497 458 471 603 434 359 147 38 98
"Afu5g11360" 2260 1696 1648 1064 1280 1165 1328 1145 986 1651 1173 1596
"Afu2g14490" 2688 2555 2829 7844 9475 10346 6833 5777 4423 749 290 499
"Afu8g02690" 493 478 443 619 607 708 713 590 422 640 462 566
"Afu1g16680" 3054 2480 2493 3554 4672 4634 3312 2990 2279 1869 1318 1689
"Afu5g02180" 1628 1581 1449 2052 1921 2098 1904 1704 1531 4888 2867 4400
"Afu8g01637" 1 3 6 6 15 13 10 5 2 40 54 34
"Afu4g04160" 424 268 245 204 298 243 616 359 358 309 587 331
"Afu7g06180" 8 2 2 19 30 22 9 14 20 16 47 12
"Afu5g13520" 880 777 770 973 1063 1206 1019 1029 853 378 132 304
"Afu3g13810" 255 228 191 212 200 240 1230 1131 936 100 201 101
"Afu3g00520" 377 342 346 238 219 256 503 397 387 28 45 27
"Afu3g03370" 991 986 1105 970 1190 1376 1155 1521 1212 2780 5439 3466
"Afu8g02570" 175 153 137 167 143 164 262 151 140 1991 3361 1611
"Afu5g08200" 4762 4352 4406 2068 2752 2993 3749 2831 2320 1159 4041 1476
"Afu6g13670" 4737 4061 3940 4807 5850 5873 5269 4648 4141 9694 9082 9894
"Afu1g16210" 592 502 483 464 470 499 542 594 471 251 135 227
"Afu4g03400" 3723 3127 2902 590 718 626 2040 2747 2162 211 623 295
"Afu5g05860" 524 457 424 731 730 799 628 612 522 1795 1398 1724
"Afu3g10310" 5215 4065 4059 5666 6172 6732 5360 5723 4413 10911 6334 9072
"Afu5g11020" 445 527 381 159 161 145 2168 558 778 38 18 23
"Afu2g00740" 473 513 435 1243 1271 1436 1143 1263 1058 456 303 442
"Afu1g16870" 103 74 88 40 29 36 84 50 55 67 105 46
"Afu4g13980" 24 25 18 59 51 63 34 30 21 17 14 12
"Afu2g17130" 927 740 761 1568 1950 2007 922 865 643 888 433 820
"Afu6g10080" 2553 1981 1913 578 673 622 2205 2416 2205 505 1039 595
"Afu4g13580" 244 231 222 693 710 688 552 409 376 557 165 578
"Afu8g00350" 92 124 116 148 201 222 230 196 162 38 116 45
"Afu5g02720" 2318 2243 2108 1711 2084 1943 2336 2702 2329 541 270 541
"Afu4g11240" 4428 3515 3415 7713 8571 9379 4217 5239 4060 11161 9126 11307
"Afu6g08490" 1 5 5 13 18 9 8 2 4 20 3 11
"Afu2g03210" 514 566 471 627 519 611 1000 684 618 683 568 604
"Afu1g13740" 3879 3414 3254 6002 6964 7510 3931 4631 3603 8350 7415 7465
"Afu3g11140" 321 272 246 554 528 638 537 423 342 765 554 680
"Afu7g00290" 3 0 3 3 7 6 3 1 2 38 21 45
"Afu3g02970" 3 1 3 2 3 3 2 1 1 0 5 0
"Afu5g13200" 33 32 15 43 43 51 34 25 19 82 81 80
"Afu1g00680" 7 3 3 3 9 3 0 2 2 5 5 6
"Afu3g05950" 425 370 316 347 372 385 509 416 361 332 212 237
"Afu3g12370" 2603 2270 2131 3034 3700 3621 3125 2716 2138 3222 1805 3210
"Afu3g05390" 1029 878 817 728 779 745 1041 883 724 1912 2633 2099
"Afu3g00370" 2664 3499 3226 605 674 576 3454 3324 2250 1775 1057 1892
"Afu5g14850" 193 218 128 7 20 9 383 65 159 3 2 2
"Afu4g04800" 1310 1367 1153 1931 1985 2205 2066 1812 1502 1261 1491 1176
"Afu4g12620" 1669 1542 1490 999 1163 1022 3126 2101 1728 1228 1482 899
"Afu6g09292" 1112 1032 949 1580 1516 1768 1346 1260 1029 969 697 1000
"Afu5g05580" 189 165 158 733 677 932 343 324 259 357 208 346
"Afu5g09550" 758 685 577 1160 1149 1095 808 782 570 1176 768 974
"Afu4g04310" 1171 895 905 1173 1278 1347 1415 1327 1021 1310 1003 1184
"Afu2g03330" 523 440 422 662 642 685 486 486 383 198 118 217
"Afu8g05330" 1016 973 889 1378 1204 1596 1240 1263 1102 568 376 453
"Afu4g08940" 1022 1063 938 709 724 916 1173 1245 969 371 302 295
"Afu1g13800" 573 612 631 2147 2538 2901 415 503 381 5148 5471 4912
"Afu3g06020" 11263 8486 7033 4020 7534 5571 7507 5942 5610 2675 879 1653
"Afu5g07710" 7508 5777 5792 4765 6268 6267 6008 5889 4817 3176 1780 2586
"Afu3g08990" 339 315 258 345 345 348 447 391 304 348 204 341
"Afu1g17100" 550 395 380 453 506 483 708 620 527 315 120 317
"Afu8g01410" 48 37 34 99 74 84 95 70 65 8 9 14
"Afu1g14850" 1269 1011 947 973 941 969 1574 1192 1063 883 209 871
"Afu5g11355" 125 112 90 161 144 128 201 111 140 219 89 185
"Afu3g12470" 615 427 411 1048 1345 1171 780 623 475 1797 1114 1520
"Afu3g07015" 414 346 316 2806 2940 3279 437 589 374 238 45 204
"Afu1g09370" 592 600 494 731 740 800 723 599 430 399 265 383
"Afu6g08860" 765 589 562 1095 1044 1025 1200 864 683 626 588 613
"Afu5g07860" 259 219 170 426 462 389 342 255 208 852 524 820
"Afu2g10880" 97 87 93 226 186 176 319 155 112 66 32 52
"Afu4g06780" 883 906 810 1263 1355 1503 1107 1025 794 2226 5188 2448
"Afu8g04580" 3579 1964 1740 1033 1216 1126 1787 1695 1477 1444 2617 1627
"Afu7g05880" 693 476 466 308 251 280 399 331 293 201 253 157
"Afu3g00740" 206 132 138 940 748 827 397 374 297 616 611 549
"Afu3g12950" 384 561 509 1737 1637 2257 3057 2047 2816 389 260 452
"Afu4g08970" 1993 1441 1490 3538 3675 3968 1966 2574 1938 1700 1513 1355
"Afu4g03420" 269 304 235 24 31 36 181 238 186 35 98 40
"Afu4g14712" 144 92 112 14 22 26 33 40 42 60 154 61
"Afu2g07510" 464 419 367 547 588 629 486 433 357 186 67 216
"Afu5g11590" 1451 1005 1041 883 1020 1009 1733 1353 1260 365 250 305
"Afu3g14410" 5719 3870 4004 5538 5988 6351 7055 5751 4788 3699 4075 3532
"Afu1g13430" 1868 1233 1173 1035 1099 1152 1274 1088 984 1426 1291 1394
"Afu2g10830" 121 122 101 293 230 224 216 169 128 169 56 147
"Afu3g09730" 327 275 232 186 240 261 245 208 176 88 241 98
"Afu3tR(UCG)1" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu8g00160" 149 83 84 40 31 38 138 89 114 6 2 4
"Afu4g04715" 596 593 529 876 906 994 1029 798 642 1198 677 1006
"Afu4g03680" 105 72 70 267 212 208 181 112 99 203 23 223
"Afu1g11700" 555 505 476 384 382 428 572 571 475 295 80 234
"Afu2g12020" 513 426 402 474 488 485 547 487 449 581 334 596
"Afu2g01040" 2754 2399 2208 2153 1997 2125 2584 2606 2302 8536 4210 8769
"Afu2g16350" 59 59 63 30 44 28 70 40 57 33 11 19
"Afu2g16740" 1273 1033 988 814 774 779 1399 1288 1033 1047 926 877
"Afu6g08630" 2129 1810 1646 1904 2031 2197 1818 2125 1534 927 730 1004
"Afu6g04210" 958 801 741 1123 1174 1143 1039 892 692 812 358 737
"Afu2g14710" 4172 3122 3039 1491 1829 1749 2422 2066 1746 1253 845 1203
"Afu5g08020" 2795 1652 1634 1360 1517 1484 1901 1607 1346 2855 3237 2709
"Afu1g09900" 332 312 259 460 493 484 476 398 361 356 289 336
"Afu2g15140" 228 229 254 359 444 461 336 327 258 326 399 288
"Afu2g10670" 118 145 120 100 117 149 150 151 131 107 131 92
"Afu2tA(AGC)4" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu3g04240" 1038 833 784 1488 1522 1804 1749 1384 1048 875 622 746
"Afu1g13680" 23 27 16 20 11 18 29 18 17 10 19 4
"Afu2g05650" 2508 1976 1889 2503 2488 2536 3139 3176 2749 1783 1220 1588
"Afu1g12590" 1411 1281 1194 921 1019 1117 1283 1467 1201 380 314 298
"Afu3g01650" 176 142 145 200 183 250 90 90 58 43 231 62
"Afu4g12060" 1444 1202 1123 1448 1351 1575 1710 1671 1365 1869 1102 1715
"Afu3g03010" 495 339 285 44 95 45 534 182 226 12 8 16
"Afu2g12480" 443 381 329 583 603 572 745 584 431 662 358 559
"Afu6g05300" 883 738 690 1174 1212 1355 1194 1056 902 1241 568 1247
"Afu4g00100" 1 1 0 3 3 3 2 0 3 17 26 15
"Afu5g01750" 2021 1814 1569 2478 3244 3046 3173 2603 2265 8347 7791 7681
"Afu1g08795" 1657 1535 1413 2707 2521 3151 2409 1744 1564 2628 2397 2502
"Afu4g12470" 13096 11000 10492 34213 34014 41674 10514 13904 10968 16028 17365 18568
"Afu2g14080" 1334 1124 1050 1480 1689 1631 1593 1471 1160 993 322 860
"Afu4g10160" 466 439 383 167 126 148 634 457 380 30 7 30
"Afu5g11740" 743 681 557 390 371 400 822 797 584 332 188 255
"Afu4g12270" 423 303 327 345 484 494 451 335 304 236 170 174
"Afu6g13070" 839 736 646 1034 956 1022 1131 877 702 970 521 935
"Afu1g03710" 966 795 775 524 737 815 914 1009 807 1538 1268 1864
"Afu7g01695" 1451 1249 1295 45 61 52 609 441 417 139 135 177
"Afu4g08090" 502 468 417 513 556 571 571 494 420 696 606 741
"Afu1g13400" 7734 4208 4437 973 1507 1500 2614 2978 2527 3344 8851 3446
"Afu6g09170" 480 267 261 451 478 438 298 399 250 763 444 597
"Afu5tA(CGC)1" 0 1 0 0 0 0 0 0 0 0 0 0
"Afu4g07820" 509 536 495 719 829 964 533 583 418 681 362 635
"Afu6g13300" 10194 8903 8437 11716 11484 13598 11360 11277 9700 12174 10666 11793
"Afu1g16980" 377 352 354 681 645 556 871 564 410 4851 4940 4107
"Afu8g05240" 953 804 752 1339 1439 1454 1135 946 799 2134 738 2214
"Afu2g00680" 486 423 274 87 94 91 309 174 191 163 78 139
"AfuMttI(UAU)2" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1g12110" 1717 1580 1518 628 644 710 2219 2050 1625 220 95 163
"Afu2g08240" 397 356 381 1352 1696 2142 396 564 472 342 901 495
"Afu4g04355" 283 248 230 537 520 664 461 411 357 884 406 1012
"Afu6g12190" 63 58 49 107 107 101 62 59 31 79 166 63
"Afu5g01600" 28 26 15 4 3 5 71 10 21 1 5 1
"Afu5g08160" 1048 650 562 273 331 297 447 352 335 2036 4687 2049
"Afu4g04570" 80 102 70 150 143 152 96 59 52 538 418 532
"Afu3g14360" 8 3 5 3 8 6 2 4 1 6 6 5
"Afu2g03710" 2019 1707 1639 2417 2853 3195 2672 2615 2036 1783 1203 1534
"Afu8g00342" 138 117 107 195 170 209 232 175 145 227 160 215
"Afu7g04310" 358 331 253 461 486 538 640 581 454 467 318 442
"Afu1g11590" 20 13 20 16 3 7 27 30 22 6 5 6
"Afu1g02220" 31 33 27 48 47 52 78 58 46 16 0 6
"Afu2g11480" 262 225 183 353 385 371 355 250 221 438 275 417
"Afu4g07620" 764 637 540 850 961 1082 1043 841 700 1561 1366 1366
"Afu3g05900" 1860 1373 1389 1868 2219 2032 1983 1850 1462 2599 3438 2277
"Afu6g00750" 868 683 760 237 233 215 975 757 620 108 663 62
"Afu4g04620" 2410 2074 1919 1196 1150 1185 2535 2389 2026 929 757 769
"Afu2g11475" 1916 1643 1481 1340 1360 1450 2020 1893 1571 1708 905 1613
"Afu7g03830" 391 361 303 499 484 586 672 659 476 641 579 655
"Afu4g10790" 854 785 731 965 910 1211 958 958 864 437 279 455
"Afu2g14380" 112 92 77 130 126 109 128 86 87 287 153 250
"Afu2g12880" 1165 1283 975 1039 1028 1247 1057 1237 1062 299 226 248
"Afu4g03800" 1110 798 938 1598 1720 1863 807 864 637 1615 320 1871
"Afu2g17200" 1107 1099 966 704 799 972 941 1027 844 178 174 143
"Afu1g03380" 1916 1618 1487 2973 3949 3736 2709 2383 1914 1835 814 1425
"Afu1g14210" 49 46 38 107 101 112 68 56 48 31 7 17
"Afu7g00200" 309 216 200 614 674 658 201 302 208 474 678 523
"Afu8g01160" 83 46 56 107 102 113 82 67 71 5 5 1
"Afu6g04220" 506 420 380 439 410 411 604 448 431 1853 1893 1575
"Afu2g12720" 15 12 16 57 69 69 36 29 27 15 201 53
"Afu2g09700" 1005 849 826 918 864 960 1262 1038 831 3853 4522 3988
"Afu4g11740" 856 738 733 692 801 869 1024 951 724 309 399 321
"Afu7g02130" 142 133 110 105 106 118 203 175 132 42 13 30
"Afu5g14970" 333 287 298 700 670 743 510 504 347 1083 950 1184
"Afu5g09150" 93 54 62 56 63 52 109 83 62 35 51 24
"Afu6g11920" 8 2 6 2 6 3 17 13 8 1 1 0
"Afu6g11320" 39 45 28 48 24 32 55 18 34 9 6 5
"Afu2g16390" 123 138 146 370 350 405 230 167 166 214 453 255
"Afu7g05370" 8593 6997 6874 9612 10417 11912 7310 7355 6058 5672 2523 5162
"Afu2g13770" 749 823 659 1128 1085 1236 1392 850 787 897 301 556
"Afu5g10790" 563 444 456 464 466 546 582 484 404 773 431 761
"Afu3g03310" 248 214 269 116 104 142 51 133 146 8 12 11
"Afu1g12230" 166 156 152 172 227 217 249 263 162 127 95 111
"Afu2g08340" 538 522 379 227 280 269 888 326 408 75 90 53
"Afu3g08760" 489 478 406 244 234 219 745 658 529 83 42 55
"Afu1tY(GUA)2" 1 1 1 1 0 0 0 1 1 0 1 0
"Afu7g03870" 3134 2533 2518 2465 3238 2947 2892 3063 2380 3458 3389 3238
"Afu2g17760" 6 12 2 9 11 7 7 13 9 4 6 3
"Afu6g14240" 1080 884 842 1433 1495 1634 1448 1188 1008 1049 344 1050
"Afu1g01770" 341 283 301 714 605 711 433 432 319 978 1043 991
"Afu4g06160" 1626 1449 1372 3338 3151 3908 1942 2487 1820 3128 1100 2880
"Afu3g12255" 291 247 237 190 214 194 244 210 174 113 104 73
"Afu3g07800" 32 29 27 38 41 39 54 53 27 15 32 21
"Afu2g13870" 1036 610 602 556 552 516 852 862 692 2924 2975 2648
"Afu4g03920" 2956 2958 2752 20 19 16 1171 2338 1676 6 17 6
"Afu7g00480" 1065 1093 1147 3916 4783 5733 1127 1861 1165 1344 1349 1423
"Afu5g15130" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g05210" 1602 1557 1307 2198 2063 2403 2052 2098 1746 1318 1358 1280
"Afu5g02090" 938 757 718 615 621 636 1021 840 706 1203 490 1033
"Afu1g14970" 145 175 148 284 262 320 259 244 169 62 41 67
"Afu3g06770" 525 488 384 763 718 801 807 621 533 1108 1120 1108
"Afu7g08310" 36 37 32 119 167 168 48 50 40 52 25 41
"Afu7g02490" 523 474 440 736 668 731 560 646 470 737 370 647
"Afu1g07470" 11858 8458 8568 5344 5838 6697 9578 9124 7716 12396 12447 12802
"Afu3g06030" 17647 14264 14338 15221 16633 18751 15871 16445 13765 21348 19114 20918
"Afu4g02690" 0 0 2 0 0 0 0 0 0 0 0 0
"Afu4g00380" 1 2 1 4 7 3 5 4 3 6 4 0
"Afu1g02620" 290 330 279 465 443 500 340 288 256 150 75 115
"Afu6g02570" 263 219 203 185 179 204 356 283 272 239 157 189
"Afu4g10230" 185 182 138 231 238 259 196 188 166 424 257 406
"Afu5g12325" 443 375 387 580 534 529 650 485 436 325 29 255
"Afu5g08140" 666 565 462 639 658 608 654 590 445 350 166 243
"Afu1g09550" 870 785 655 831 786 870 1036 853 683 320 89 232
"Afu8g02180" 202 161 149 75 83 63 984 1349 919 55 23 25
"Afu6g03760" 792 659 645 1344 1294 1448 1109 843 701 1970 3275 1969
"Afu2g09630" 1214 1190 1086 2633 2754 3045 3322 1954 1701 606 1443 516
"Afu2g03290" 13002 11231 10843 11946 12492 14119 13541 12166 10827 18882 20721 21442
"Afu6g04470" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu5g12990" 787 672 658 1553 1555 1751 1149 884 703 1121 399 1038
"Afu1g05050" 239 173 183 344 361 376 397 321 306 144 118 144
"Afu8g02070" 1294 971 1002 1714 1550 1648 190 1103 692 244 110 248
"Afu1g15580" 298 262 203 262 211 281 309 279 217 177 58 160
"Afu2g08000" 634 592 481 608 613 658 1140 715 587 269 93 222
"Afu2g03110" 1436 1175 1050 918 951 832 1850 1513 1113 1699 990 1597
"Afu5g03080" 4556 3708 3560 3610 4109 4406 3895 3890 3164 1086 499 878
"Afu1g15200" 2554 2125 2253 3141 3611 4017 3402 3256 2695 2522 1328 2423
"Afu3g08790" 245 196 207 407 419 451 340 317 235 354 115 361
"Afu1g15550" 1405 1005 998 14870 15614 16259 1308 1678 1164 9241 2815 10790
"Afu3g00290" 7 8 11 40 32 43 20 17 14 0 1 3
"Afu6g11100" 141 123 106 102 89 108 145 123 99 30 34 21
"Afu6g08500" 1 1 0 6 2 2 2 2 2 2 0 0
"Afu1g10250" 2 5 3 1 2 4 6 6 8 3 4 5
"Afu1g00270" 21 14 24 50 35 49 39 27 21 17 6 18
"Afu2tL(AAG)1" 0 0 0 0 0 0 0 0 0 2 2 0
"Afu4g10690" 5263 4720 4927 417 560 573 4659 5548 4258 1300 1744 1331
"Afu3g12160" 674 566 471 618 719 754 828 810 630 452 587 455
"Afu2g05610" 2332 1936 1924 2490 3178 3363 2968 2630 2179 2060 1424 1977
"Afu5g03560" 4376 3763 3656 3909 3914 4400 4701 5036 4130 3282 1647 3106
"Afu6g05010" 1129 1019 923 2135 2421 2536 1740 1676 1326 1071 564 836
"Afu1g13770" 53 72 50 109 94 91 111 62 65 61 30 42
"Afu8g04500" 2751 2123 2100 3266 3861 3974 3056 2772 2140 2381 1216 2121
"Afu1g09830" 2760 2177 2016 2432 2475 2555 2408 2445 2032 3126 1935 3002
"Afu2g13890" 3115 1659 1680 2025 2131 2176 1230 1401 1079 2161 1526 1903
"Afu3g15055" 425 182 185 12 14 5 12 14 13 11 34 11
"Afu4g08310" 167 67 89 162 147 171 87 56 61 36 19 25
"Afu6g04990" 420 328 311 346 435 400 591 371 297 342 230 330
"Afu8g04730" 1669 1229 1256 916 1037 1028 1355 1184 977 382 47 370
"Afu6g14350" 1358 974 1019 563 675 705 854 562 528 1130 918 1244
"Afu5g11570" 298 247 212 454 434 430 399 302 284 461 275 479
"Afu4g13620" 8 5 3 25 13 27 11 7 7 30 14 28
"Afu7g01150" 115 89 80 190 180 174 125 118 91 140 57 139
"Afu2g01630" 521 476 453 764 741 738 644 501 465 602 361 512
"Afu3g12200" 4037 3971 3112 170 227 259 8743 3113 4069 126 87 150
"Afu3tF(GAA)1" 0 0 0 0 0 0 1 0 1 1 0 0
"Afu4g04220" 962 984 886 1684 1901 2054 1635 1653 1378 1020 702 1127
"Afu3g03530" 0 0 1 1 0 2 1 0 0 0 1 1
"Afu7g06360" 77 87 96 106 123 143 151 131 107 179 62 123
"Afu1g13250" 4748 4181 4047 1062 1525 1344 2160 1867 2024 498 196 483
"Afu3g10440" 240 218 205 285 336 373 389 321 292 663 380 739
"Afu8g04890" 5671 3550 3477 1011 1423 1216 3307 2934 2578 4363 11197 5408
"Afu1g03370" 330 330 272 943 762 813 769 502 367 590 264 529
"Afu7g00220" 57 34 36 29 44 44 43 39 38 20 69 30
"Afu4g11460" 384 324 338 936 863 965 478 463 333 396 199 358
"Afu4g06710" 213 226 165 289 304 303 391 223 189 231 26 172
"Afu7g06020" 1657 1437 1199 2067 2103 2226 1620 1427 1255 467 259 365
"Afu5g03260" 1343 1188 1156 1411 1324 1423 1406 1466 1170 1045 619 1064
"Afu8g01680" 33 28 14 10 9 16 19 23 13 41 139 43
"Afu3g00360" 143 124 152 117 140 126 223 201 145 94 37 111
"Afu4g02805" 1001 816 848 208 230 247 415 344 328 427 1458 369
"Afu3g15020" 17 19 13 4 3 5 2 0 0 0 1 1
"Afu5g05450" 19904 18530 18179 12420 11614 13378 20240 21760 17566 4829 2246 4143
"Afu3g05500" 1727 1504 1353 1752 2260 2450 1647 1655 1329 823 283 785
"Afu5g12950" 188 186 133 168 207 210 140 123 98 314 144 328
"Afu3g11430" 242 198 207 353 310 386 476 408 391 1705 629 1917
"Afu2g05980" 336 282 300 315 423 374 525 515 420 426 696 348
"Afu4g02680" 133 106 77 102 88 98 112 90 91 11 7 15
"Afu6g12860" 974 806 816 754 813 876 1069 1044 863 892 527 900
"Afu3g09640" 343 318 285 576 541 531 762 628 539 193 153 111
"Afu5g03430" 3160 2794 2605 1879 2870 2373 3309 3037 2493 1997 954 1738
"Afu1g05320" 1284 956 924 839 917 911 1299 1084 876 1173 610 1133
"Afu3g00430" 12 49 24 8 16 17 12 13 12 66 148 56
"Afu5g12850" 267 265 263 203 215 226 378 278 231 83 51 60
"Afu3g13710" 4 2 8 0 1 0 3 1 2 0 0 0
"Afu4g14700" 8 8 4 8 4 7 14 5 9 3 4 5
"Afu3g03810" 25 11 23 505 423 568 35 32 26 41 14 30
"Afu7g02580" 85 82 53 125 64 88 122 90 76 117 136 98
"Afu3g10950" 154 182 138 248 258 290 313 223 169 105 43 81
"Afu2g07470" 709 569 546 1108 1379 1257 846 722 540 489 189 349
"Afu7g07110" 205 189 173 424 414 471 337 272 210 243 210 191
"Afu6g05280" 474 400 370 893 882 1017 527 419 361 300 154 189
"Afu5g09740" 617 453 486 922 948 1008 765 668 535 731 571 663
"Afu5g02510" 680 617 524 944 1093 1047 905 750 641 983 473 819
"Afu5g13230" 706 602 451 651 690 584 1034 643 572 1764 6445 1356
"Afu4g03090" 869 828 857 1011 1064 1254 1275 1078 950 442 525 374
"Afu5g00220" 19 8 10 15 17 21 6 3 5 5 0 5
"Afu2g00970" 238 183 211 343 377 396 275 253 281 1599 1104 1787
"Afu1g09250" 1897 1462 1395 1537 1472 1573 1830 1802 1417 3734 2639 3589
"Afu2g10580" 3820 3402 3162 882 875 963 4150 4148 3411 430 255 378
"Afu5g14170" 16 28 18 15 20 24 18 12 17 32 65 25
"Afu3tN(GUU)1" 0 0 0 0 1 0 0 0 0 0 0 0
"Afu6g14700" 0 0 0 0 0 0 0 1 0 0 0 0
"Afu4g09090" 1597 1355 1216 1160 1140 1213 1853 1576 1452 2127 1436 2152
"Afu2g05090" 291 266 286 111 151 146 388 355 252 125 64 108
"Afu3g08130" 176 166 153 357 321 376 408 264 206 647 286 627
"Afu4g02930" 267 184 190 416 417 508 284 202 193 81 30 65
"Afu2g07600" 1490 1200 1161 1046 1051 1066 1657 1493 1160 792 440 749
"Afu1g13130" 451 318 256 405 477 462 466 439 333 1036 627 913
"Afu8g04826" 551 399 368 458 467 468 580 541 393 1826 1188 1868
"Afu4g11650" 3079 2565 2827 1092 1283 1315 2695 3200 2546 3601 8537 3685
"Afu2g15570" 1443 1194 1123 2108 2033 2395 1713 1598 1244 2038 815 2097
"Afu7g04470" 62 53 66 81 49 73 85 50 58 72 66 89
"Afu1g04170" 261 172 136 233 229 267 237 227 161 236 93 209
"Afu1g07540" 1990 1851 1753 1766 1707 1921 2785 2673 2161 3329 2179 3295
"Afu6g10750" 121 85 66 150 229 203 156 120 107 39 34 27
"Afu2g04600" 76 61 70 79 99 77 108 66 61 125 64 123
"Afu8g01720" 5 8 7 7 7 7 18 10 9 10 6 4
"Afu6g03220" 7 7 4 9 19 19 6 6 6 5 6 4
"Afu2g05780" 421 388 326 408 440 455 450 381 322 538 280 546
"Afu2g11740" 1891 1654 1645 2451 2503 2568 2179 2014 1642 12366 15212 11193
